0	7	14	21	28	35	42	49	56	63	70	77	84	91	98	105	112	119	126	133	140	147	154	161	168
-0.291385889	-0.409541816	-0.102495663	0.12599133	0.286378354	0.228314862	0.237268388	0.285436869	0.117516547	0.055361483	-0.128817812	-0.324843437	-0.371131957	-0.316929668	-0.091746062	0.104989387	0.240304604	0.227962777	0.27271232	0.198672265	0.154188097	-0.262461782	-0.059638869	-0.117925726	-0.137638629
-0.319378376	-0.436307579	0.145655051	0.424782962	0.424748242	0.342641294	0.151687503	0.022863656	-0.185745567	-0.248958603	-0.4574444	-0.711402535	-0.679846108	-0.344969958	-0.066322751	0.01158121	0.142654732	0.012125041	-0.017547667	-0.064996727	-0.112637304	0.197089642	-0.158377424	-0.073826529	-0.220932558
-0.391886711	-0.584595323	-0.119674265	0.326981187	0.408614159	0.348011315	0.310909867	0.219846368	0.110525563	0.00918089	-0.189268351	-0.304207563	-0.418153584	-0.300838947	-0.010797252	0.181469575	0.291494668	0.196707979	0.286162108	0.245425299	0.139848098	-0.290767878	-0.187387556	-0.251107663	-0.212377161
-0.561571538	-0.540597618	-0.31138438	-0.167092502	0.188416421	0.2108735	0.273197949	0.298776358	0.233831868	0.159802184	0.030232705	-0.148148805	-0.270318747	-0.335728318	-0.253573924	-0.16809918	0.090944156	0.172086135	0.229653135	0.180709973	0.077054188	-0.162454024	-0.009032377	-0.18906647	-0.075905882
-0.861384809	-0.967719793	-1.004696965	-0.684112489	-0.168051109	0.157291487	0.315512031	0.176833421	0.16541113	-0.052419853	-0.304148614	-0.534501553	-0.789693892	-0.847903669	-0.726885259	-0.366054952	-0.012030292	0.182141006	0.20314078	0.158894181	0.134472698	0.001645195	-0.056060009	-0.132689193	-0.221081629
-0.893294752	-0.896790326	-0.937272251	-0.645635128	-0.139274254	0.180697575	0.30757314	0.175736368	0.137579739	-0.047602918	-0.277766019	-0.510256827	-0.715111494	-0.826694846	-0.689874172	-0.401593447	0.004241859	0.180083215	0.213933349	0.11452359	0.056635048	-0.05988536	-0.074680954	-0.152781874	-0.271103889
-0.691094875	-0.818806589	-0.766700864	-0.590827286	-0.159591511	0.15063794	0.32394734	0.257460535	0.142114222	-0.0867704	-0.338807225	-0.533004403	-0.650458455	-0.744056583	-0.648780584	-0.369888067	0.05019781	0.146389216	0.195925087	0.157112718	0.090012983	0.026257645	-0.077836163	-0.060053479	-0.181506127
-0.602452636	-0.651940882	-0.616495669	-0.497299463	-0.059019607	0.200605929	0.292995513	0.196937978	0.107648671	-0.050008204	-0.268410981	-0.417700976	-0.511208117	-0.583731175	-0.523062885	-0.29247573	0.044137798	0.178055391	0.222547323	0.151842862	0.114177398	-0.136954978	-0.078307398	-0.083207786	-0.173855066
-0.548335075	-0.659992278	-0.21471782	0.31613338	0.309246779	0.201083094	0.073702298	0.00315067	-0.12475954	-0.214055136	-0.417361796	-0.55400902	-0.676164806	-0.503754616	-0.065747075	0.179760769	0.22801891	0.2312406	0.171106607	0.126250193	0.035818607	-0.324201316	-0.218759164	-0.328373969	-0.25370428
-0.395004779	-0.62777555	-0.113268346	0.270452678	0.470240504	0.431635827	0.290161073	0.123100936	-0.042729415	-0.090201765	-0.225197539	-0.37951231	-0.412714541	-0.186151236	0.04900603	0.17614238	0.207810655	0.183697239	0.145974428	0.067418367	0.058604993	-0.128535688	-0.123739801	-0.218566537	-0.144214883
-0.000863638	0.166628972	0.185486794	0.406992406	0.368874222	0.450572014	0.405561566	0.462238282	0.307302326	0.201108769	0.060054932	-0.079523243	-0.183776423	-0.182384983	0.14336279	0.334900945	0.477229714	0.481483877	0.468746573	0.460540265	0.249499902	-0.021223763	0.051891379	0.017315339	-0.029487051
-0.314875692	-0.329870462	0.047957353	0.310298473	0.364425987	0.305682629	0.162824109	0.08590579	-0.118000008	-0.189485371	-0.333251089	-0.42636916	-0.342837781	-0.134080783	0.060285982	0.207281679	0.197147027	0.180308491	0.111771017	0.024036357	-0.121886216	-0.220051318	-0.177359417	-0.199764967	-0.144166634
-0.306969136	-0.199344054	-0.061074831	-0.088766806	0.102830738	0.10530889	0.14593114	0.198597163	0.286809653	0.106247433	0.100159831	-0.020203529	-0.106388524	-0.146954119	-0.088069171	-0.035401061	0.018161431	0.106000006	0.126300708	0.173942938	0.131199613	-0.035141133	0.053102769	-0.165102109	-0.009583104
-0.406151593	-0.464607894	0.190662906	0.423409969	0.498237848	0.410214484	0.220620319	0.176129147	-0.117007829	-0.26968956	-0.473474026	-0.651753962	-0.619292796	-0.276815713	-0.031494308	0.123218797	0.225511476	0.112150446	0.002041789	0.011340993	-0.138268158	-0.222088933	-0.242953241	-0.196446821	-0.270127296
-0.235469341	-0.306302697	0.006311917	0.149341434	0.277578056	0.298097342	0.286896914	0.189539552	0.135862574	0.096939877	-0.006656385	-0.352510989	-0.498455048	-1.116480112	-0.124115996	-0.006672524	0.094823152	0.170406237	0.193672195	0.174299359	0.183424473	0.088439181	0.026252724	-0.11709246	-0.144306392
-0.183911651	-0.24897711	0.043798264	0.35041666	0.426262081	0.344016075	0.22705859	0.032202397	-0.10817498	-0.171563014	-0.235068426	-0.630462945	-0.401382297	-0.153381914	0.091813199	0.210285351	0.221616074	0.145256862	0.104817383	-0.012785722	-0.05416261	-0.149083197	-0.085302129	-0.156683311	-0.155429184
-0.801985443	-0.827643931	-0.02293795	0.438346863	0.507529497	0.379855454	0.11485488	0.006014493	-0.142638758	-0.30505839	-0.398923188	-0.584602296	-0.679033518	-0.407641619	0.006252418	0.217279822	0.158377603	0.098972961	0.007074173	-0.05985336	-0.089249902	0.139702871	-0.164024964	-0.209618568	-0.217976257
-0.831329346	-0.898118496	-0.795672178	-0.555531263	-0.1070804	0.21647343	0.357122898	0.262113363	0.144196004	-0.067162134	-0.275646061	-0.509471774	-0.637724757	-0.732366264	-0.63391614	-0.35550645	0.046658371	0.164880261	0.261109173	0.187311649	0.105275698	-0.093187518	-0.042841453	-0.110005222	-0.244873807
-0.882107437	-1.008751154	-0.88709271	-0.588265479	-0.050433662	0.252656907	0.371539444	0.23587732	0.189029798	-0.025970105	-0.272465825	-0.487151504	-0.64683032	-0.729772687	-0.53807199	-0.260082215	0.078705348	0.267682135	0.281671077	0.182503104	0.189468369	-0.081708752	-0.066224605	-0.077412248	-0.201642007
-0.308334023	-0.36226067	-0.298811913	-0.226114392	-0.16581656	-0.033806101	0.060194902	0.17527841	0.180823296	0.192259267	0.140616849	0.075206675	-0.044961434	-0.194597915	-0.258516669	-0.254399419	-0.141781107	0.011335041	0.175615251	0.150604934	0.228339538	0.058605626	0.154092044	0.073430188	0.004243295
-0.088164136	-0.031407449	0.138211832	0.386420488	0.462901294	0.467336088	0.330431163	0.306171566	0.171453849	-0.007597461	-0.19925788	-0.334763944	-0.267027348	-0.013573127	0.201080293	0.334891021	0.340478122	0.339999616	0.290156692	0.206434876	0.064759217	-0.178790033	-0.186002523	-0.175908044	-0.109039567
-0.557767391	-0.635155618	-0.536922932	-0.398364514	-0.075929619	0.142819241	0.241192743	0.17043747	0.096775219	-0.058737006	-0.242904499	-0.391257703	-0.502815425	-0.581511259	-0.47883606	-0.231988102	0.028118966	0.21749787	0.231208593	0.195697576	0.121981584	-0.089675479	-0.079316057	-0.118337534	-0.188500747
-0.643674254	-0.589681149	-0.476321489	0.213169843	0.491123289	0.531832695	0.47411105	0.287202179	0.169244051	0.048865046	-0.116963536	-0.264481872	-0.324028611	-0.341793537	-0.017303888	0.309898466	0.429736763	0.436835617	0.399578095	0.322782248	0.21965678	-0.257349879	-0.067643218	-0.10793107	-0.11314223
-0.302144617	-0.205911383	0.261054516	0.427664727	0.363210797	0.255599976	-0.002793962	0.018209193	-0.132748097	-0.156556785	-0.208522752	-0.418392748	-0.100525007	-0.116374783	0.129853606	0.273147196	0.23567842	0.238839045	0.043891534	-0.033131376	-0.141331807	-0.200655058	-0.309343875	-0.596542776	-0.223964185
-0.242272988	-0.455699116	-0.115948834	0.152812585	0.219045207	0.156752184	0.110641107	0.026531691	-0.072997481	-0.145480633	-0.272867352	-0.417138159	-0.526817501	-0.409582555	-0.097077005	0.124767363	0.149791047	0.141262263	0.160537481	0.107397191	0.019898538	-0.453606129	-0.127745688	-0.273962081	-0.201817527
-0.902954996	-1.063444734	-0.424345434	0.247538045	0.62857914	0.624003172	0.575302959	0.457351148	0.333593398	0.197487637	-0.018914651	-0.302369833	-0.500300765	-0.46860677	-0.153562963	0.167846218	0.441788793	0.440079778	0.415482104	0.329519212	0.050647348	0.006635346	0.046746895	-0.051340744	-0.093186818
-0.29846561	-0.205840603	0.256756753	0.413626403	0.371765882	0.115533605	0.010386575	0.034935851	-0.114907868	-0.216436967	-0.356639236	-0.380937606	-0.188121259	0.156348914	0.364865452	0.428508818	0.245307654	0.177099541	0.061457899	-0.035400778	-0.15439944	-0.572654128	-0.228011787	-0.18829906	-0.014717753
-0.900882125	-0.984144807	-0.867550969	-0.549926341	-0.055614561	0.274520278	0.344929993	0.237552255	0.16729705	-0.01980328	-0.222570688	-0.458433032	-0.612180769	-0.718442082	-0.572290599	-0.244107708	0.089365766	0.205153331	0.238171294	0.203535572	0.163662508	0.026722422	-0.052315798	-0.105262548	-0.205251113
0.053773187	-0.192881599	0.133115962	0.320826411	0.424265057	0.362230569	0.252272844	0.215526953	0.050491639	-0.098016225	-0.178214073	-0.266801715	-0.237163827	-0.139175236	0.075674176	0.201947227	0.205193311	0.178930864	0.091994368	0.053787641	0.029667484	-0.103578657	-0.09100619	-0.117305413	-0.090359673
-0.320172995	-0.35067606	-0.080220506	0.173242077	0.29620707	0.143402174	0.042467795	0.013684892	-0.084332921	-0.107520811	-0.247072086	-0.31689775	-0.275856137	-0.165018678	-0.038404319	0.074481346	0.089830443	0.062268496	-0.064356662	-0.049945414	-0.059360761	-0.314180255	-0.219614312	-0.257654458	-0.131850854
0.070641995	0.078724913	-0.105592564	-0.03638817	0.075855374	0.284315795	0.329442501	0.421054065	0.291497797	0.224558488	0.122620657	0.135669082	-0.15516001	-0.14194946	-0.099696524	0.030125827	0.206504613	0.285578221	0.344224095	0.399044365	0.152923018	0.137088716	0.089096598	0.116605915	0.038217425
0.197104842	0.149756029	0.330883801	0.310763449	0.043071844	-0.189668372	-0.290371239	-0.311968476	-0.445542693	-0.265543908	-0.159732312	0.012588385	0.224489853	0.25459376	0.265305072	0.25399679	0.071846187	-0.116708919	-0.213868648	-0.239360169	-0.18414323	-0.277650923	-0.048060749	0.038161524	0.136791796
-0.166552469	-0.402861267	-0.388035297	-0.36705032	-0.152866527	0.002180638	0.17521961	0.211273968	0.268934131	0.174287796	0.152882204	-0.007693386	-0.072198533	-0.133636937	-0.134140357	-0.084404782	-0.03031446	0.125072762	0.141016722	0.195128501	0.208886996	0.239066467	0.251579374	0.134650618	0.066650465
0.016516341	-0.062939838	0.05502943	-0.046722479	-0.144628629	-0.107198902	-0.00698466	0.310335904	0.364512622	0.403480858	0.441196322	0.440252543	0.329659104	0.163142487	0.046071727	-0.146636665	-0.115926452	-0.088248372	0.080768533	0.221949309	0.259528846	0.510959208	0.365711778	0.462313771	0.319343388
-0.18177183	-0.079968236	-0.102537289	-0.354929	-0.391236991	-0.473304451	-0.431471705	-0.307107478	-0.191541299	-0.132473275	0.160221592	0.216513842	0.238280758	0.280576944	0.148880288	-0.013188412	-0.096853808	-0.269123763	-0.434330314	-0.324327231	-0.261701077	0.254923284	0.048108783	0.229060546	0.259061635
-0.060882729	-0.210155264	0.230400056	0.393514365	0.455992997	0.341358274	0.162795961	0.079427846	-0.01054856	-0.146825165	-0.321163297	-0.336379707	-0.297358573	-0.070434205	0.134266272	0.21942547	0.200139538	0.168275118	0.029492362	-0.037786178	-0.064275347	0.070716701	-0.054911405	-0.15094167	-0.106497608
-0.154056326	-0.161689296	0.011304474	0.01129595	-0.084698364	-0.189725235	-0.268396139	-0.294435442	-0.252092272	-0.10864678	0.107495464	0.320045441	0.426227957	0.329805464	0.211071074	0.057927001	-0.102435947	-0.280597389	-0.434538215	-0.438408464	-0.306940347	-0.040176719	0.05627086	0.252994746	0.176348284
-0.284997374	-0.275455058	-0.054810748	0.145905092	0.261758745	0.271688461	0.172937974	0.073863879	-0.042532038	-0.080549285	-0.139041156	-0.260928899	-0.307474077	-0.241010189	-0.07236883	0.041704483	0.0798418	0.057647456	0.096496426	0.059836213	-0.000826445	0.100270107	-0.016329255	-0.050042741	-0.085201263
0.04034045	-0.051087961	-0.196896568	-0.277377367	-0.175157905	-0.172445059	-0.08716964	0.012238507	0.197608009	0.355660617	0.278768033	0.314358324	0.257797599	0.169189349	0.033293843	-0.020503864	-0.084535554	-0.09409409	-0.092184313	0.041906297	0.169547245	0.131243005	0.294160545	0.224343732	0.210802421
-0.163008079	-0.226303399	0.239386454	0.446439028	0.498471141	0.399565846	0.254177153	0.069740333	-0.024828529	-0.032426264	-0.124994479	-0.24746348	-0.296226144	-0.096566826	0.0789847	0.243352175	0.144820482	0.19531168	0.046682503	-0.042434152	0.06635537	-0.293254137	-0.072692208	-0.151773006	-0.114004396
-0.510709465	-0.578298688	-0.34104979	0.001198728	0.237050325	0.276888698	0.09819153	0.09079393	-0.022207713	-0.152448773	-0.234566614	-0.433514118	-0.646554411	-0.416529298	-0.194836646	0.026277529	0.064605191	0.086848304	0.005037078	-0.03880531	-0.034838751	0.067150593	-0.261884064	-0.294263691	-0.280072659
0.018914638	-0.116343886	0.152417481	0.338098526	0.457735509	0.343676806	0.220082656	0.121153913	0.066865161	-0.021819031	-0.250855565	-0.273479641	-0.26837936	-0.046148125	0.122928001	0.183212832	0.237241283	0.224551097	0.182263658	0.08325655	0.108103357	0.050387602	-0.017924637	-0.034484539	-0.036130209
-0.178258643	-0.249666527	0.244719178	0.440647304	0.36956951	0.21514222	0.017188164	-0.028287163	-0.115331881	-0.203680888	-0.350696236	-0.335220039	-0.28963545	-0.074294537	0.131899759	0.219072029	0.130289286	0.072971426	0.040686376	-0.045190424	-0.022892404	-0.139815643	-0.143382967	-0.141099691	-0.103986092
0.084915549	-0.172186509	0.213240027	0.386155874	0.412557721	0.333856553	0.158055648	0.194690108	-0.006634016	-0.174342156	-0.266420215	-0.34849909	-0.226646617	-0.040264212	0.100388415	0.194622159	0.147965103	0.138894871	0.042702854	0.023728872	0.00310405	-0.164567992	-0.121673703	-0.103989743	-0.120432906
-0.187967598	-0.194698289	0.182902724	0.426266849	0.429113805	0.314509273	0.193038717	0.021629462	-0.063164651	-0.08239311	-0.238112196	-0.294859082	-0.247033909	-0.068000302	0.11525052	0.233004451	0.1927232	0.102628939	0.001103359	0.004752094	0.028209118	-0.188706592	-0.041755363	-0.129089251	-0.071793422
-0.064326942	-0.053485483	-0.144780457	-0.279973865	-0.161064714	-0.212062463	-0.101351343	0.04828601	0.329639077	0.380570412	0.437451154	0.433192521	0.416663408	0.243344337	0.089638516	-0.00431183	-0.063370675	-0.108803287	-0.029177535	0.113526613	0.276687235	0.151940197	0.336979926	0.271427304	0.270988673
